raceId,TrackTemp_mean,TrackTemp_min,TrackTemp_max,AirTemp_mean,AirTemp_min,AirTemp_max,Humidity_mean,Humidity_min,Humidity_max
989,20.65714285714286,20.65714285714286,20.65714285714286,10.657142857142858,10.657142857142858,10.657142857142858,68.85714285714286,68.85714285714286,68.85714285714286
990,36.31428571428572,36.31428571428572,36.31428571428572,26.314285714285713,26.314285714285713,26.314285714285713,63.0,63.0,63.0
991,22.06666666666666,22.066666666666663,22.066666666666663,12.066666666666665,12.066666666666665,12.066666666666665,64.66666666666667,64.66666666666667,64.66666666666667
992,25.0,25.0,25.0,20.0,20.0,20.0,50.0,50.0,50.0
993,25.0,25.0,25.0,15.0,15.0,15.0,61.857142857142854,61.857142857142854,61.857142857142854
994,33.766666666666666,33.766666666666666,33.766666666666666,23.766666666666666,23.766666666666666,23.766666666666666,67.33333333333333,67.33333333333333,67.33333333333333
995,26.157142857142855,26.157142857142855,26.157142857142855,16.157142857142855,16.157142857142855,16.157142857142855,38.285714285714285,38.285714285714285,38.285714285714285
996,25.0,25.0,25.0,20.0,20.0,20.0,50.0,50.0,50.0
997,30.885714285714286,30.885714285714283,30.885714285714283,20.885714285714283,20.885714285714283,20.885714285714283,46.285714285714285,46.285714285714285,46.285714285714285
998,38.0,38.0,38.0,28.0,28.0,28.0,41.5,41.5,41.5
999,32.300000000000004,32.300000000000004,32.300000000000004,22.300000000000004,22.300000000000004,22.300000000000004,75.28571428571429,75.28571428571429,75.28571428571429
1000,41.42857142857143,41.42857142857143,41.42857142857143,31.428571428571423,31.428571428571427,31.428571428571427,42.42857142857143,42.42857142857143,42.42857142857143
1001,25.45714285714286,25.45714285714286,25.45714285714286,15.457142857142859,15.457142857142859,15.457142857142859,44.285714285714285,44.285714285714285,44.285714285714285
1002,31.114285714285717,31.114285714285717,31.114285714285717,21.114285714285717,21.114285714285717,21.114285714285717,81.28571428571429,81.28571428571429,81.28571428571429
1003,38.57142857142857,38.57142857142857,38.57142857142857,28.571428571428573,28.571428571428573,28.571428571428573,70.57142857142857,70.57142857142857,70.57142857142857
1004,31.157142857142862,31.157142857142862,31.157142857142862,21.157142857142862,21.157142857142862,21.157142857142862,78.42857142857143,78.42857142857143,78.42857142857143
1005,25.0,25.0,25.0,20.0,20.0,20.0,50.0,50.0,50.0
1006,26.985714285714288,26.985714285714288,26.985714285714288,16.985714285714288,16.985714285714288,16.985714285714288,58.142857142857146,58.142857142857146,58.142857142857146
1007,25.285714285714285,25.285714285714285,25.285714285714285,15.285714285714286,15.285714285714286,15.285714285714286,68.57142857142857,68.57142857142857,68.57142857142857
1008,35.042857142857144,35.042857142857144,35.042857142857144,25.042857142857144,25.042857142857144,25.042857142857144,64.85714285714286,64.85714285714286,64.85714285714286
1009,37.900000000000006,37.900000000000006,37.900000000000006,27.900000000000006,27.900000000000002,27.900000000000002,58.57142857142857,58.57142857142857,58.57142857142857
1010,26.8,26.8,26.8,16.8,16.8,16.8,98.0,98.0,98.0
1011,34.82857142857143,34.82857142857143,34.82857142857143,24.82857142857143,24.82857142857143,24.82857142857143,64.0,64.0,64.0
1012,21.971428571428575,21.971428571428575,21.971428571428575,11.971428571428575,11.971428571428573,11.971428571428573,78.28571428571429,78.28571428571429,78.28571428571429
1013,25.0,25.0,25.0,20.0,20.0,20.0,50.0,50.0,50.0
1014,30.0,30.0,30.0,20.0,20.0,20.0,56.42857142857143,56.42857142857143,56.42857142857143
1015,27.75714285714286,27.75714285714286,27.75714285714286,17.75714285714286,17.75714285714286,17.75714285714286,69.85714285714286,69.85714285714286,69.85714285714286
1016,34.07142857142858,34.07142857142858,34.07142857142858,24.071428571428577,24.071428571428577,24.071428571428577,29.571428571428573,29.571428571428573,29.571428571428573
1017,25.0,25.0,25.0,20.0,20.0,20.0,50.0,50.0,50.0
1018,42.42857142857143,42.42857142857143,42.42857142857143,32.42857142857143,32.42857142857143,32.42857142857143,21.571428571428573,21.571428571428573,21.571428571428573
1019,29.2,29.2,29.2,19.2,19.2,19.2,67.4,67.4,67.4
1020,30.87142857142857,30.87142857142857,30.87142857142857,20.87142857142857,20.87142857142857,20.87142857142857,86.85714285714286,86.85714285714286,86.85714285714286
1021,34.14285714285714,34.14285714285714,34.14285714285714,24.142857142857142,24.142857142857142,24.142857142857142,43.57142857142857,43.57142857142857,43.57142857142857
1022,25.714285714285715,25.714285714285715,25.714285714285715,15.714285714285714,15.714285714285714,15.714285714285714,62.714285714285715,62.714285714285715,62.714285714285715
1023,25.0,25.0,25.0,20.0,20.0,20.0,50.0,50.0,50.0
1024,39.14285714285714,39.14285714285714,39.14285714285714,29.142857142857142,29.142857142857142,29.142857142857142,71.71428571428571,71.71428571428571,71.71428571428571
1025,29.242857142857144,29.242857142857144,29.242857142857144,19.242857142857144,19.242857142857144,19.242857142857144,79.14285714285714,79.14285714285714,79.14285714285714
1026,25.0,25.0,25.0,20.0,20.0,20.0,50.0,50.0,50.0
1027,28.571428571428573,28.571428571428573,28.571428571428573,18.571428571428573,18.571428571428573,18.571428571428573,65.71428571428571,65.71428571428571,65.71428571428571
1028,22.757142857142853,22.757142857142853,22.757142857142853,12.757142857142854,12.757142857142854,12.757142857142854,56.714285714285715,56.714285714285715,56.714285714285715
1029,31.371428571428574,31.371428571428574,31.371428571428574,21.371428571428574,21.371428571428574,21.371428571428574,59.71428571428572,59.714285714285715,59.714285714285715
1030,35.25714285714285,35.25714285714285,35.25714285714285,25.257142857142856,25.257142857142856,25.257142857142856,65.71428571428571,65.71428571428571,65.71428571428571
1031,36.85714285714286,36.85714285714286,36.85714285714286,26.857142857142858,26.857142857142858,26.857142857142858,41.42857142857143,41.42857142857143,41.42857142857143
1032,29.0,29.0,29.0,19.0,19.0,19.0,40.57142857142857,40.57142857142857,40.57142857142857
1033,30.0,30.0,30.0,20.0,20.0,20.0,84.71428571428571,84.71428571428571,84.71428571428571
1034,31.0,31.0,31.0,21.0,21.0,21.0,47.4,47.4,47.4
1035,36.0,36.0,36.0,26.0,26.0,26.0,59.8,59.8,59.8
1036,37.42857142857143,37.42857142857143,37.42857142857143,27.42857142857143,27.428571428571427,27.428571428571427,67.71428571428571,67.71428571428571,67.71428571428571
1037,25.457142857142856,25.457142857142856,25.457142857142856,15.457142857142857,15.457142857142857,15.457142857142857,74.14285714285714,74.14285714285714,74.14285714285714
1038,25.0,25.0,25.0,20.0,20.0,20.0,50.0,50.0,50.0
1039,41.64285714285714,41.64285714285714,41.64285714285714,31.642857142857142,31.642857142857142,31.642857142857142,33.42857142857143,33.42857142857143,33.42857142857143
1040,35.37142857142857,35.37142857142857,35.37142857142857,25.37142857142857,25.37142857142857,25.37142857142857,58.57142857142857,58.57142857142857,58.57142857142857
1041,17.5,17.5,17.5,7.500000000000001,7.500000000000001,7.500000000000001,72.42857142857143,72.42857142857143,72.42857142857143
1042,29.88571428571429,29.88571428571429,29.88571428571429,19.88571428571429,19.88571428571429,19.88571428571429,86.71428571428571,86.71428571428571,86.71428571428571
1043,25.857142857142858,25.857142857142858,25.857142857142858,15.857142857142858,15.857142857142858,15.857142857142858,68.42857142857143,68.42857142857143,68.42857142857143
1044,22.657142857142855,22.65714285714286,22.65714285714286,12.657142857142858,12.657142857142858,12.657142857142858,80.42857142857143,80.42857142857143,80.42857142857143
1045,35.385714285714286,35.385714285714286,35.385714285714286,25.38571428571429,25.38571428571429,25.38571428571429,68.42857142857143,68.42857142857143,68.42857142857143
1046,32.72857142857143,32.72857142857143,32.72857142857143,22.728571428571424,22.728571428571428,22.728571428571428,62.142857142857146,62.142857142857146,62.142857142857146
1047,32.471428571428575,32.471428571428575,32.471428571428575,22.47142857142857,22.47142857142857,22.47142857142857,56.714285714285715,56.714285714285715,56.714285714285715
1051,35.67142857142858,35.67142857142858,35.67142857142858,25.671428571428574,25.671428571428574,25.671428571428574,79.85714285714286,79.85714285714286,79.85714285714286
1052,31.04285714285714,31.04285714285714,31.04285714285714,21.04285714285714,21.04285714285714,21.04285714285714,54.0,54.0,54.0
1053,22.0,22.0,22.0,12.0,12.0,12.0,50.142857142857146,50.142857142857146,50.142857142857146
1054,28.52857142857143,28.52857142857143,28.52857142857143,18.52857142857143,18.52857142857143,18.52857142857143,47.57142857142857,47.57142857142857,47.57142857142857
1055,30.857142857142858,30.857142857142858,30.857142857142858,20.857142857142858,20.857142857142858,20.857142857142858,68.85714285714286,68.85714285714286,68.85714285714286
1056,30.314285714285713,30.314285714285713,30.314285714285713,20.314285714285713,20.314285714285713,20.314285714285713,45.714285714285715,45.714285714285715,45.714285714285715
1057,25.0,25.0,25.0,20.0,20.0,20.0,50.0,50.0,50.0
1058,35.57142857142857,35.57142857142857,35.57142857142857,25.571428571428573,25.571428571428573,25.571428571428573,48.0,48.0,48.0
1059,33.32857142857143,33.32857142857143,33.32857142857143,23.32857142857143,23.32857142857143,23.32857142857143,73.42857142857143,73.42857142857143,73.42857142857143
1060,30.857142857142858,30.857142857142858,30.857142857142858,20.857142857142858,20.857142857142858,20.857142857142858,58.14285714285715,58.142857142857146,58.142857142857146
1061,37.3,37.3,37.3,27.3,27.3,27.3,51.857142857142854,51.857142857142854,51.857142857142854
1062,36.57142857142857,36.57142857142857,36.57142857142857,26.571428571428573,26.571428571428573,26.571428571428573,69.57142857142857,69.57142857142857,69.57142857142857
1064,29.228571428571424,29.228571428571428,29.228571428571428,19.228571428571428,19.228571428571428,19.228571428571428,68.85714285714286,68.85714285714286,68.85714285714286
1065,38.3,38.3,38.3,28.3,28.3,28.3,36.857142857142854,36.857142857142854,36.857142857142854
1066,26.32857142857143,26.32857142857143,26.32857142857143,16.32857142857143,16.32857142857143,16.32857142857143,79.14285714285714,79.14285714285714,79.14285714285714
1067,26.8,26.8,26.8,16.8,16.8,16.8,93.85714285714286,93.85714285714286,93.85714285714286
1069,33.099999999999994,33.099999999999994,33.099999999999994,23.099999999999998,23.099999999999998,23.099999999999998,88.42857142857143,88.42857142857143,88.42857142857143
1070,24.42857142857143,24.42857142857143,24.42857142857143,14.428571428571429,14.428571428571429,14.428571428571429,59.0,59.0,59.0
1071,31.471428571428568,31.47142857142857,31.47142857142857,21.47142857142857,21.47142857142857,21.47142857142857,56.42857142857143,56.42857142857143,56.42857142857143
1072,39.74285714285715,39.74285714285715,39.74285714285715,29.742857142857144,29.742857142857144,29.742857142857144,60.57142857142857,60.57142857142857,60.57142857142857
1073,34.0,34.0,34.0,24.0,24.0,24.0,57.0,57.0,57.0
1074,30.02422954303932,27.5,32.3,24.396174282678,22.7,25.7,23.668437832093517,16.0,38.0
1075,29.034345351043644,28.1,29.8,25.377229601518025,25.3,25.6,61.705882352941174,58.0,65.0
1076,38.74489281210593,31.9,40.9,26.440100882723833,25.9,27.1,44.89407313997478,42.0,48.0
1077,18.036920980926432,16.2,19.1,12.625476839237058,11.5,13.5,83.60626702997276,75.0,92.0
1078,43.416385542168676,36.2,48.3,31.265783132530117,29.7,32.3,53.2433734939759,47.0,64.0
1079,49.08374429223744,48.3,49.7,36.483378995433796,35.9,37.2,6.801826484018265,5.0,9.0
1080,29.3158371040724,26.3,39.8,21.46289592760181,20.9,23.5,85.01809954751131,69.0,88.0
1081,48.337945791726106,40.9,50.9,25.621398002853066,25.2,26.1,56.72610556348074,52.0,62.0
1082,40.82520161290322,38.9,42.5,20.049697580645162,18.8,21.4,30.576612903225808,26.0,34.0
1083,30.45189573459716,27.6,33.5,17.959715639810426,17.5,18.7,60.774881516587676,54.0,65.0
1084,29.87,28.5,31.2,20.093333333333334,19.7,20.5,36.38034188034188,33.0,40.0
1085,52.83972602739726,43.3,67.0,30.2672602739726,29.7,30.8,45.70958904109589,39.0,50.0
1086,27.25664983164983,25.6,29.3,18.8489898989899,18.4,19.4,68.62542087542087,66.0,72.0
1087,36.20330578512397,34.9,37.0,21.591528925619834,21.0,22.2,40.67768595041322,38.0,47.0
1088,33.61996572407883,32.0,34.9,22.79203084832905,22.4,23.3,74.31191088260498,69.0,78.0
1089,43.16023166023166,42.0,44.2,27.145688545688547,26.4,28.2,35.41698841698842,31.0,40.0
1091,28.9278293135436,25.1,31.1,25.105936920222636,24.3,26.6,89.2987012987013,80.0,94.0
1092,21.933333333333334,21.2,22.5,18.046666666666667,17.5,18.5,76.2,74.0,80.0
1093,34.95993377483443,33.5,36.7,28.841059602649008,28.3,30.0,50.94867549668874,47.0,54.0
1094,44.28745188606621,39.4,49.2,24.214472671285602,22.8,25.5,35.838337182448036,32.0,42.0
1095,49.62562065541211,45.2,53.5,23.740218470705067,22.8,25.1,72.85898709036742,69.0,76.0
1096,37.75714285714285,37.75714285714285,37.75714285714285,27.757142857142856,27.757142857142856,27.757142857142856,63.14285714285715,63.142857142857146,63.142857142857146
1098,32.177158469945354,30.2,35.0,28.09114754098361,26.9,29.7,21.84918032786885,18.0,28.0
1099,32.61847507331378,31.3,34.3,26.056451612903224,25.9,26.4,58.26246334310851,55.0,62.0
1100,31.75742753623188,19.2,35.4,17.571014492753626,17.1,18.0,51.94384057971015,50.0,54.0
1101,42.68291139240506,40.4,44.8,24.584493670886076,23.9,25.2,49.95727848101266,48.0,52.0
1102,37.8901119402985,33.7,52.5,27.11175373134328,26.6,27.8,59.53451492537314,55.0,62.0
1104,46.00328358208956,37.6,48.3,25.7044776119403,25.1,26.3,42.29054726368159,39.0,45.0
1105,36.98752959747435,30.9,42.5,23.178216258879242,22.0,24.7,61.09313338595106,54.0,65.0
1106,31.296368467670504,27.1,34.3,18.22249778565102,17.0,19.4,64.58015943312667,60.0,69.0
1107,32.568566493955096,30.5,34.5,22.31839378238342,21.5,23.2,50.88514680483593,48.0,56.0
1108,32.100121654501216,27.7,38.2,21.917031630170314,20.7,22.5,52.5352798053528,49.0,63.0
1109,49.46697401508801,46.6,51.4,28.522967309304278,27.7,29.4,33.080469404861695,31.0,35.0
1110,28.257081545064377,26.5,31.5,17.747782546494992,17.0,18.3,61.25035765379113,57.0,66.0
1111,27.351142131979696,24.1,30.8,17.398477157360407,16.2,18.4,66.54568527918782,60.0,73.0
1112,42.91088019559902,42.1,43.8,28.815770171149143,28.4,29.4,43.87530562347188,41.0,46.0
1113,37.25252918287938,35.9,38.6,29.95214007782101,29.7,30.2,70.05188067444877,67.0,73.0
1114,44.41554487179487,42.4,46.2,27.272275641025644,27.0,27.6,41.49038461538461,39.0,45.0
1115,37.39860759493671,36.7,38.5,31.64746835443038,31.4,32.1,72.75316455696202,67.0,77.0
1116,40.31482277121375,39.2,41.8,29.50794844253491,28.5,30.5,43.908700322234154,38.0,51.0
1117,47.272298006295905,46.0,48.2,25.057187827911857,24.1,26.1,25.358866736621195,21.0,30.0
1118,48.29810017271157,45.3,50.8,20.6853195164076,20.4,21.1,57.30224525043178,54.0,60.0
1119,17.922444444444444,17.7,18.3,18.06577777777778,17.9,18.2,47.38666666666666,47.0,49.0
1120,36.285714285714285,36.285714285714285,36.285714285714285,26.285714285714285,26.285714285714285,26.285714285714285,54.42857142857143,54.42857142857143,54.42857142857143
1121,28.471428571428568,28.47142857142857,28.47142857142857,18.47142857142857,18.47142857142857,18.47142857142857,48.42857142857144,48.42857142857143,48.42857142857143
1122,37.85714285714286,37.85714285714286,37.85714285714286,27.85714285714286,27.85714285714286,27.85714285714286,41.57142857142857,41.57142857142857,41.57142857142857
1123,24.142857142857142,24.142857142857142,24.142857142857142,14.142857142857142,14.142857142857142,14.142857142857142,77.85714285714286,77.85714285714286,77.85714285714286
1124,23.642857142857142,23.642857142857142,23.642857142857142,13.642857142857144,13.642857142857142,13.642857142857142,90.28571428571429,90.28571428571429,90.28571428571429
1125,25.257142857142853,25.257142857142856,25.257142857142856,15.257142857142856,15.257142857142856,15.257142857142856,88.57142857142857,88.57142857142857,88.57142857142857
1126,38.87142857142857,38.87142857142857,38.87142857142857,28.87142857142857,28.87142857142857,28.87142857142857,55.14285714285714,55.142857142857146,55.142857142857146
1127,33.57142857142857,33.57142857142857,33.57142857142857,23.571428571428573,23.571428571428573,23.571428571428573,59.142857142857146,59.142857142857146,59.142857142857146
1128,31.314285714285713,31.314285714285713,31.314285714285713,21.314285714285713,21.314285714285713,21.314285714285713,67.14285714285714,67.14285714285714,67.14285714285714
1129,25.08571428571429,25.08571428571429,25.08571428571429,15.085714285714285,15.085714285714287,15.085714285714287,84.0,84.0,84.0
1130,41.075,39.1,42.7,24.1625,23.7,24.7,64.53125,62.0,68.0
1131,47.118181818181824,45.2,49.0,29.154545454545456,28.7,29.8,35.57575757575758,33.0,37.0
1132,29.67105263157895,24.0,36.9,16.099999999999998,15.3,16.8,64.97368421052632,59.0,74.0
1133,44.34264705882353,40.5,49.7,28.42205882352941,27.4,29.3,47.98529411764706,45.0,52.0
1134,41.68095238095238,37.7,43.3,21.045238095238094,20.6,21.6,50.30952380952381,48.0,53.0
1135,30.04647887323944,27.5,31.7,18.763380281690143,18.2,19.4,63.225352112676056,57.0,67.0
1136,52.25576923076923,47.5,54.6,33.542307692307695,33.0,34.1,32.71153846153846,30.0,37.0
1137,45.51020408163265,39.3,47.9,26.893877551020406,26.3,28.1,39.0,36.0,43.0
1138,37.11129032258064,35.7,38.5,30.86774193548387,30.6,31.2,74.93548387096774,73.0,76.0
1139,46.53076923076923,44.4,47.9,27.726923076923075,26.7,28.5,36.96153846153846,33.0,41.0
1140,36.871875,32.7,40.0,19.8828125,18.4,21.1,51.0,48.0,55.0
1141,26.06949152542373,23.2,29.5,22.016949152542374,20.5,23.0,84.05084745762711,75.0,90.0
